1,ALIMBEKAVA Dzinara,Беларусь,20:12.3 [0(0+0)] 0.0,female75sprint
2,ECKHOFF Tiril,Норвегия,20:20.8 [1(1+0)] +8.5,female75sprint
3,PREUSS Franziska,Германия,20:22.2 [1(0+1)] +9.9,female75sprint
4,ROEISELAND Marte Olsbu,Норвегия,20:29.2 [1(0+1)] +16.9,female75sprint
5,DAVIDOVA Marketa,Чехия,20:31.7 [1(0+1)] +19.4,female75sprint
6,SIMON Julia,Франция,20:32.4 [2(1+1)] +20.1,female75sprint
7,VITTOZZI Lisa,Италия,20:34.6 [0(0+0)] +22.3,female75sprint
8,WIERER Dorothea,Италия,20:37.9 [1(0+1)] +25.6,female75sprint
9,HAUSER Lisa Theresa,Австрия,20:46.4 [1(1+0)] +34.1,female75sprint
10,EGAN Clare,США,20:48.0 [1(1+0)] +35.7,female75sprint
11,OEBERG Elvira,Швеция,20:49.6 [2(0+2)] +37.3,female75sprint
12,HETTICH Janina,Германия,20:54.3 [0(0+0)] +42.0,female75sprint
12,LIEN Ida,Норвегия,20:54.3 [1(1+0)] +42.0,female75sprint
14,PERSSON Linn,Швеция,20:55.4 [1(0+1)] +43.1,female75sprint
15,EDER Mari,Финляндия,21:00.8 [1(0+1)] +48.5,female75sprint
16,KNOTTEN Karoline Offigstad,Норвегия,21:01.6 [1(1+0)] +49.3,female75sprint
17,KRYUKO Iryna,Беларусь,21:02.1 [0(0+0)] +49.8,female75sprint
18,KAISHEVA Uliana,Россия,21:02.7 [1(0+1)] +50.4,female75sprint
19,TANDREVOLD Ingrid Landmark,Норвегия,21:04.6 [2(1+1)] +52.3,female75sprint
20,BENDIKA Baiba,Латвия,21:08.8 [1(0+1)] +56.5,female75sprint
21,TACHIZAKI Fuyuko,Япония,21:09.2 [0(0+0)] +56.9,female75sprint
22,DZHIMA Yuliia,Украина,21:10.1 [1(0+1)] +57.8,female75sprint
