1,BOGETVEIT Haavard Gutuboe,Норвегия,25:13.4 [0(0+0)] 0.0,male10sprint
2,STRELOW Justus,Германия,25:40.7 [0(0+0)] +27.3,male10sprint
3,BJOENTEGAARD Erlend,Норвегия,25:56.8 [2(0+2)] +43.4,male10sprint
4,ANDERSEN Aleksander Fjeld,Норвегия,26:02.0 [1(0+1)] +48.6,male10sprint
5,STROEMSHEIM Endre,Норвегия,26:03.8 [1(1+0)] +50.4,male10sprint
6,NAWRATH Philipp,Германия,26:03.9 [2(0+2)] +50.5,male10sprint
7,LESIUK Taras,Украина,26:14.8 [0(0+0)] +1:01.4,male10sprint
8,HOMBERG Niklas,Германия,26:15.0 [1(0+1)] +1:01.6,male10sprint
9,ANDERSEN Filip Fjeld,Норвегия,26:18.9 [3(1+2)] +1:05.5,male10sprint
10,FRATZSCHER Lucas,Германия,26:20.8 [1(0+1)] +1:07.4,male10sprint
11,BAKKEN Sivert Guttorm,Норвегия,26:21.2 [1(1+0)] +1:07.8,male10sprint
12,RIVAIL Hugo,Франция,26:32.5 [1(0+1)] +1:19.1,male10sprint
13,DONHAUSER Johannes Werner,Германия,26:34.7 [1(0+1)] +1:21.3,male10sprint
14,NASYKO Denys,Украина,26:35.3 [1(1+0)] +1:21.9,male10sprint
15,BOURGEOIS REPUBLIQUE Martin,Франция,26:35.6 [0(0+0)] +1:22.2,male10sprint
16,TOMSHIN Vasilii,Россия,26:36.8 [1(0+1)] +1:23.4,male10sprint
17,STEGMAYR Gabriel,Швеция,26:37.0 [0(0+0)] +1:23.6,male10sprint
18,LAITINEN Heikki,Финляндия,26:38.0 [1(1+0)] +1:24.6,male10sprint
19,ZINI Saverio,Италия,26:38.8 [1(0+1)] +1:25.4,male10sprint
20,EBERHARD Tobias,Австрия,26:41.2 [1(1+0)] +1:27.8,male10sprint
20,PORSHNEV Nikita,Россия,26:41.2 [1(0+1)] +1:27.8,male10sprint
22,BURKHALTER Joscha,Швейцария,26:52.1 [1(1+0)] +1:38.7,male10sprint
23,DOTSENKO Andriy,Украина,26:55.2 [2(1+1)] +1:41.8,male10sprint
24,HORN Philipp,Германия,27:01.8 [3(1+2)] +1:48.4,male10sprint
25,STRELTSOV Kirill,Россия,27:02.5 [2(1+1)] +1:49.1,male10sprint
26,MONTELLO Giuseppe,Италия,27:03.5 [3(1+2)] +1:50.1,male10sprint
27,SALUTT Nico,Швейцария,27:06.2 [0(0+0)] +1:52.8,male10sprint
28,SKLENARIK Tomas,Словакия,27:06.8 [1(0+1)] +1:53.4,male10sprint
29,MARECEK Jonas,Чехия,27:08.1 [0(0+0)] +1:54.7,male10sprint
30,GROSS Marco,Германия,27:09.0 [2(1+1)] +1:55.6,male10sprint
31,OBERHAUSER Magnus,Австрия,27:13.1 [2(1+1)] +1:59.7,male10sprint
32,SCHMUCK Dominic,Германия,27:22.4 [3(2+1)] +2:09.0,male10sprint
33,PITZER Lucas,Австрия,27:22.5 [1(0+1)] +2:09.1,male10sprint
34,MUSTONEN Joni,Финляндия,27:23.4 [4(2+2)] +2:10.0,male10sprint
35,VACLAVIK Adam,Чехия,27:24.1 [2(1+1)] +2:10.7,male10sprint
36,ROMANIN Nicola,Италия,27:27.7 [2(2+0)] +2:14.3,male10sprint
37,NAKAJIMA Jin,Япония,27:28.0 [1(1+0)] +2:14.6,male10sprint
38,BOVISI Sandro,Швейцария,27:28.7 [1(1+0)] +2:15.3,male10sprint
39,OTTINGER Lukas,Словакия,27:30.9 [0(0+0)] +2:17.5,male10sprint
40,MIKYSKA Tomas,Чехия,27:33.8 [1(0+1)] +2:20.4,male10sprint
41,YALIOTNAU Raman,Беларусь,27:35.3 [4(2+2)] +2:21.9,male10sprint
42,CAPPELLARI Daniele,Италия,27:37.8 [2(0+2)] +2:24.4,male10sprint
43,TAMBORNINO Eligius,Швейцария,27:38.0 [3(0+3)] +2:24.6,male10sprint
44,PLANKO Lovro,Словения,27:41.8 [1(0+1)] +2:28.4,male10sprint
45,HORNIG Vitezslav,Чехия,27:42.6 [1(0+1)] +2:29.2,male10sprint
46,CERVENKA Vaclav,США,27:43.2 [2(1+1)] +2:29.8,male10sprint
47,BROUTIER Remi,Франция,27:44.7 [2(1+1)] +2:31.3,male10sprint
48,JAKOB Patrick,Австрия,27:46.3 [3(0+3)] +2:32.9,male10sprint
49,MEUNIER Ambroise,Франция,27:48.1 [2(2+0)] +2:34.7,male10sprint
50,SEROKHVOSTOV Daniil,Россия,27:49.9 [4(3+1)] +2:36.5,male10sprint
51,TKALENKO Ruslan,Украина,27:50.4 [4(2+2)] +2:37.0,male10sprint
52,IDINOV Evgenii,Россия,27:50.6 [2(1+1)] +2:37.2,male10sprint
53,FILIMONOV Vadim,Россия,27:51.1 [2(2+0)] +2:37.7,male10sprint
54,MAKAROV Maksim,Молдова,27:56.8 [4(1+3)] +2:43.4,male10sprint
55,SIDOROWICZ Lukasz,Польша,27:57.2 [1(0+1)] +2:43.8,male10sprint
56,GOESSLING Raleigh,США,27:57.6 [1(0+1)] +2:44.2,male10sprint
57,COLTEA George Marian,Румыния,28:00.6 [3(2+1)] +2:47.2,male10sprint
58,STALDER Sebastian,Швейцария,28:03.7 [3(0+3)] +2:50.3,male10sprint
59,HALLSTROEM Simon,Швеция,28:07.3 [5(2+3)] +2:53.9,male10sprint
60,TRIXL Sebastian,Австрия,28:12.2 [3(2+1)] +2:58.8,male10sprint
61,BIRKENTALS Renars,Латвия,28:12.3 [2(1+1)] +2:58.9,male10sprint
62,BALODIS Rudis,Латвия,28:12.9 [0(0+0)] +2:59.5,male10sprint
63,NEUMANN Michal,Польша,28:16.6 [1(1+0)] +3:03.2,male10sprint
64,KRUPCIK Tomas,Чехия,28:17.1 [2(1+1)] +3:03.7,male10sprint
65,VIDMAR Anton,Словения,28:19.9 [2(1+1)] +3:06.5,male10sprint
66,BROWN Luke,США,28:20.3 [3(1+2)] +3:06.9,male10sprint
67,FONTAINE Paul,Франция,28:23.2 [3(1+2)] +3:09.8,male10sprint
68,PANCERZ Przemyslaw,Польша,28:24.7 [0(0+0)] +3:11.3,male10sprint
69,NYKVIST Emil,Швеция,28:25.7 [2(1+1)] +3:12.3,male10sprint
70,TELEN Serhiy,Украина,28:27.8 [2(1+1)] +3:14.4,male10sprint
71,TURLUBEKOV Bekentay,Казахстан,28:28.2 [1(0+1)] +3:14.8,male10sprint
72,KODAMA Shohei,Япония,28:28.4 [4(2+2)] +3:15.0,male10sprint
73,BRAUNHOFER Patrick,Италия,28:33.0 [4(2+2)] +3:19.6,male10sprint
74,KUPPELWIESER Jan,Италия,28:38.4 [2(0+2)] +3:25.0,male10sprint
75,BRANDT Oskar,Швеция,28:41.3 [6(2+4)] +3:27.9,male10sprint
76,BUTA Florin-Catalin,Румыния,28:48.2 [1(0+1)] +3:34.8,male10sprint
77,CAMPBELL Carsen,США,28:59.3 [2(1+1)] +3:45.9,male10sprint
78,DYUSSENOV Asset,Казахстан,29:02.3 [6(4+2)] +3:48.9,male10sprint
79,GEGO Hunor,Румыния,29:02.8 [2(1+1)] +3:49.4,male10sprint
80,BONACCI Vincent,США,29:07.2 [2(0+2)] +3:53.8,male10sprint
81,LEITINGER Nikolaus,Австрия,29:08.0 [3(2+1)] +3:54.6,male10sprint
82,AUSEYENKA Ilya,Беларусь,29:10.9 [4(1+3)] +3:57.5,male10sprint
83,ABRAHAM Ludek,Чехия,29:15.5 [4(3+1)] +4:02.1,male10sprint
84,SKORUSA Wojciech,Польша,29:17.2 [2(0+2)] +4:03.8,male10sprint
85,USOV Andrei,Молдова,29:18.5 [2(0+2)] +4:05.1,male10sprint
86,BRYHADYR Ruslan,Украина,29:20.5 [3(1+2)] +4:07.1,male10sprint
87,ZIDAR Jasa,Словения,29:33.7 [2(1+1)] +4:20.3,male10sprint
88,DUICU Adelin Miodrag,Румыния,29:34.4 [2(1+1)] +4:21.0,male10sprint
89,BERGMAN Johan,Швеция,29:38.1 [3(0+3)] +4:24.7,male10sprint
90,BAISHO Kazuki,Япония,29:38.6 [6(2+4)] +4:25.2,male10sprint
91,GOLIAN Peter,Словакия,29:46.2 [1(1+0)] +4:32.8,male10sprint
92,PERV Joosep,Эстония,29:56.0 [2(0+2)] +4:42.6,male10sprint
93,MATJUHINS Kirils,Латвия,29:56.7 [5(2+3)] +4:43.3,male10sprint
94,TRUSH Vitaliy,Украина,30:03.0 [4(2+2)] +4:49.6,male10sprint
95,RUUSUNEN Otto,Финляндия,30:03.3 [4(2+2)] +4:49.9,male10sprint
96,VOZELJ Mark,Словения,30:04.3 [3(2+1)] +4:50.9,male10sprint
97,HUBAC Samuel,Словакия,30:07.7 [3(0+3)] +4:54.3,male10sprint
98,CESNEK Damian,Словакия,30:14.7 [2(1+1)] +5:01.3,male10sprint
99,TROJER Drejc,Словения,30:15.5 [1(0+1)] +5:02.1,male10sprint
100,JAKELIUNAS Lukas,Литва,30:37.3 [5(2+3)] +5:23.9,male10sprint
101,PELTONIEMI Lauri,Финляндия,30:38.5 [6(3+3)] +5:25.1,male10sprint
102,DELDESH Dastan,Казахстан,30:40.0 [4(1+3)] +5:26.6,male10sprint
103,GRUMEZA Robert,Румыния,30:40.2 [4(1+3)] +5:26.8,male10sprint
104,BRAUN Maxim,Казахстан,30:57.2 [2(0+2)] +5:43.8,male10sprint
105,BUKI Adam,Венгрия,31:05.1 [4(1+3)] +5:51.7,male10sprint
106,TERENTJEV Stepan,Литва,31:12.1 [6(4+2)] +5:58.7,male10sprint
107,OSIPOVS Nikita,Латвия,32:02.5 [5(3+2)] +6:49.1,male10sprint
108,FOMINYKH Grigori,Эстония,32:34.7 [3(1+2)] +7:21.3,male10sprint
109,KOSTELNIK Viliam,Словакия,33:00.7 [4(2+2)] +7:47.3,male10sprint
1,VOIGT Vanessa,Германия,20:31.2 [0(0+0)] 0.0,female75sprint
2,NOSKOVA Ekaterina,Россия,20:31.8 [0(0+0)] +0.6,female75sprint
3,WEIDEL Anna,Германия,20:36.9 [0(0+0)] +5.7,female75sprint
4,FEMSTEINEVIK Ragnhild,Норвегия,20:48.8 [1(1+0)] +17.6,female75sprint
5,EGOROVA Anastasiia,Россия,21:01.7 [0(0+0)] +30.5,female75sprint
6,GOREEVA Anastasiia,Россия,21:09.1 [2(2+0)] +37.9,female75sprint
7,MAGNUSSON Anna,Швеция,21:16.3 [2(1+1)] +45.1,female75sprint
8,LINDQVIST Felicia,Швеция,21:26.1 [1(1+0)] +54.9,female75sprint
9,JEANMONNOT Lou,Франция,21:27.6 [0(0+0)] +56.4,female75sprint
10,KALKENBERG Emilie Aagheim,Норвегия,21:29.1 [1(0+1)] +57.9,female75sprint
11,JOHANSEN Marthe Krakstad,Норвегия,21:31.2 [0(0+0)] +1:00.0,female75sprint
12,FRUEHWIRT Juliane,Германия,21:31.6 [0(0+0)] +1:00.4,female75sprint
13,VINKLARKOVA Tereza,Чехия,21:31.9 [1(1+0)] +1:00.7,female75sprint
