1,WIERER Dorothea,Италия,44:00.9 [0(0+0+0+0)] 0.0,female15
2,HERRMANN Denise,Германия,44:01.7 [1(1+0+0+0)] +0.8,female15
3,SKOTTHEIM Johanna,Швеция,44:25.0 [0(0+0+0+0)] +24.1,female15
4,OEBERG Elvira,Швеция,44:35.0 [1(1+0+0+0)] +34.1,female15
5,PERSSON Linn,Швеция,44:37.7 [0(0+0+0+0)] +36.8,female15
6,BESCOND Anais,Франция,45:19.4 [1(0+0+0+1)] +1:18.5,female15
7,OEBERG Hanna,Швеция,45:24.6 [2(1+1+0+0)] +1:23.7,female15
8,ALIMBEKAVA Dzinara,Беларусь,45:50.9 [2(0+0+1+1)] +1:50.0,female15
9,CHEVALIER-BOUCHET Anais,Франция,45:52.9 [2(0+0+2+0)] +1:52.0,female15
10,DZHIMA Yuliia,Украина,45:55.7 [0(0+0+0+0)] +1:54.8,female15
11,BRORSSON Mona,Швеция,46:00.6 [1(0+0+1+0)] +1:59.7,female15
12,HAMMERSCHMIDT Maren,Германия,46:05.9 [1(0+0+0+1)] +2:05.0,female15
13,LUNDER Emma,Канада,46:36.0 [2(1+0+1+0)] +2:35.1,female15
14,ZDOUC Dunja,Австрия,46:36.7 [0(0+0+0+0)] +2:35.8,female15
15,KAISHEVA Uliana,Россия,46:38.9 [2(0+1+1+0)] +2:38.0,female15
16,KRUCHINKINA Elena,Беларусь,46:39.3 [2(0+0+1+1)] +2:38.4,female15
17,SCHWAIGER Julia,Австрия,46:40.0 [1(1+0+0+0)] +2:39.1,female15
18,PREUSS Franziska,Германия,46:41.6 [3(1+1+0+1)] +2:40.7,female15
19,COLOMBO Caroline,Франция,46:46.1 [2(0+1+0+1)] +2:45.2,female15
20,KNOTTEN Karoline Offigstad,Норвегия,46:47.4 [3(1+1+1+0)] +2:46.5,female15
21,DAVIDOVA Marketa,Чехия,46:51.7 [3(1+0+0+2)] +2:50.8,female15
22,SIMON Julia,Франция,46:52.1 [2(0+0+0+2)] +2:51.2,female15
23,KRYUKO Iryna,Беларусь,46:54.6 [2(0+1+0+1)] +2:53.7,female15
24,ROEISELAND Marte Olsbu,Норвегия,46:56.2 [4(1+2+0+1)] +2:55.3,female15
25,BLASHKO Darya,Украина,47:02.6 [1(1+0+0+0)] +3:01.7,female15
26,TOMINGAS Tuuli,Эстония,47:10.6 [2(0+1+1+0)] +3:09.7,female15
27,VORONINA Tamara,Россия,47:11.0 [1(0+0+0+1)] +3:10.1,female15
28,TANDREVOLD Ingrid Landmark,Норвегия,47:12.4 [3(0+1+0+2)] +3:11.5,female15
29,REID Joanne,США,47:13.1 [1(0+0+0+1)] +3:12.2,female15
30,LIEN Ida,Норвегия,47:27.5 [2(0+2+0+0)] +3:26.6,female15
31,TALIHAERM Johanna,Эстония,47:35.1 [1(0+0+0+1)] +3:34.2,female15
32,EDER Mari,Финляндия,47:36.3 [3(0+1+0+2)] +3:35.4,female15
33,PAVLOVA Evgeniya,Россия,47:41.1 [3(0+1+1+1)] +3:40.2,female15
34,GASPARIN Aita,Швейцария,47:45.1 [2(0+1+1+0)] +3:44.2,female15
35,EGAN Clare,США,47:45.8 [2(0+1+1+0)] +3:44.9,female15
36,HETTICH Janina,Германия,47:50.2 [2(0+1+0+1)] +3:49.3,female15
37,HINZ Vanessa,Германия,47:51.4 [2(0+1+1+0)] +3:50.5,female15
38,HAUSER Lisa Theresa,Австрия,47:52.4 [4(0+0+3+1)] +3:51.5,female15
39,CHEVALIER Chloe,Франция,48:02.0 [3(1+1+0+1)] +4:01.1,female15
40,HAECKI Lena,Швейцария,48:18.9 [3(1+1+0+1)] +4:18.0,female15
41,KADEVA Daniela,Болгария,48:19.0 [0(0+0+0+0)] +4:18.1,female15
42,PUSKARCIKOVA Eva,Чехия,48:25.2 [3(2+0+1+0)] +4:24.3,female15
43,HOEGBERG Elisabeth,Швеция,48:30.1 [4(1+2+0+1)] +4:29.2,female15
44,BRAISAZ-BOUCHET Justine,Франция,48:32.0 [5(0+2+3+0)] +4:31.1,female15
45,LIE Lotte,Бельгия,48:33.1 [1(0+0+0+1)] +4:32.2,female15
46,GASPARIN Elisa,Швейцария,48:41.4 [3(0+1+0+2)] +4:40.5,female15
47,SANFILIPPO Federica,Италия,48:42.1 [3(0+3+0+0)] +4:41.2,female15
48,KUKLINA Larisa,Россия,48:45.7 [2(0+1+1+0)] +4:44.8,female15
49,AVVAKUMOVA Ekaterina,Корея,48:48.3 [1(0+0+0+1)] +4:47.4,female15
50,BELCHENKO Yelizaveta,Казахстан,48:53.3 [0(0+0+0+0)] +4:52.4,female15
51,RIEDER Christina,Австрия,49:01.2 [2(2+0+0+0)] +5:00.3,female15
52,KAZAKEVICH Irina,Россия,49:05.8 [4(0+2+0+2)] +5:04.9,female15
53,PITON Karolina,Польша,49:19.7 [2(0+0+1+1)] +5:18.8,female15
54,LESCINSKAITE Gabriele,Литва,49:20.4 [1(0+1+0+0)] +5:19.5,female15
55,HOJNISZ-STAREGA Monika,Польша,49:23.3 [3(1+0+0+2)] +5:22.4,female15
56,GOREEVA Anastasiia,Россия,49:25.6 [4(2+1+0+1)] +5:24.7,female15
57,CHARVATOVA Lucie,Чехия,49:26.7 [5(0+2+1+2)] +5:25.8,female15
58,SEMERENKO Vita,Украина,49:43.7 [3(0+1+0+2)] +5:42.8,female15
59,KALKENBERG Emilie Aagheim,Норвегия,49:45.3 [4(0+2+0+2)] +5:44.4,female15
60,ZBYLUT Kinga,Польша,49:54.0 [3(0+3+0+0)] +5:53.1,female15
61,PIDHRUSHNA Olena,Украина,49:56.0 [4(2+0+0+2)] +5:55.1,female15
62,MAEDA Sari,Япония,50:01.0 [5(0+2+1+2)] +6:00.1,female15
63,KOCERGINA Natalja,Литва,50:02.6 [3(2+0+0+1)] +6:01.7,female15
64,BEKH Ekaterina,Украина,50:02.8 [4(1+2+1+0)] +6:01.9,female15
65,CADURISCH Irene,Швейцария,50:03.3 [4(1+1+1+1)] +6:02.4,female15
66,SOLA Hanna,Беларусь,50:05.1 [6(1+2+1+2)] +6:04.2,female15
67,ECKHOFF Tiril,Норвегия,50:20.1 [7(1+1+3+2)] +6:19.2,female15
68,WEIDEL Anna,Германия,50:23.7 [4(0+1+3+0)] +6:22.8,female15
69,MINKKINEN Suvi,Финляндия,50:30.0 [4(0+2+1+1)] +6:29.1,female15
70,BEAUDRY Sarah,Канада,50:34.0 [4(1+0+3+0)] +6:33.1,female15
71,ZUK Kamila,Польша,50:38.2 [5(3+0+1+1)] +6:37.3,female15
72,HORVATOVA Henrieta,Словакия,50:41.1 [1(0+0+0+1)] +6:40.2,female15
73,DUNKLEE Susan,США,50:41.9 [5(3+1+1+0)] +6:41.0,female15
74,MACHYNIAKOVA Veronika,Словакия,50:46.2 [0(0+0+0+0)] +6:45.3,female15
75,PHANEUF Madeleine,США,50:50.8 [2(0+1+1+0)] +6:49.9,female15
76,BANKES Megan,Канада,50:51.5 [4(0+1+0+3)] +6:50.6,female15
77,EINFALT Lea,Словения,50:59.3 [4(2+1+0+1)] +6:58.4,female15
78,JISLOVA Jessica,Чехия,51:02.3 [4(1+1+1+1)] +7:01.4,female15
79,LEHTONEN Venla,Финляндия,51:12.7 [4(0+2+0+2)] +7:11.8,female15
80,MOSER Nadia,Канада,51:15.4 [4(1+1+0+2)] +7:14.5,female15
81,KLEMENCIC Polona,Словения,51:17.4 [4(3+0+0+1)] +7:16.5,female15
82,VOBORNIKOVA Tereza,Чехия,51:17.7 [2(1+0+1+0)] +7:16.8,female15
83,LEHTLA Kadri,Эстония,51:21.4 [4(1+1+1+1)] +7:20.5,female15
84,VITTOZZI Lisa,Италия,51:43.7 [6(4+1+0+1)] +7:42.8,female15
