1,BOE Johannes Thingnes,Норвегия,24:43.6 [0(0+0)] 0.0,male10sprint
2,LAEGREID Sturla Holm,Норвегия,24:56.0 [0(0+0)] +12.4,male10sprint
3,PEIFFER Arnd,Германия,25:11.5 [0(0+0)] +27.9,male10sprint
4,LESSER Erik,Германия,25:14.2 [0(0+0)] +30.6,male10sprint
5,DALE Johannes,Норвегия,25:21.9 [1(0+1)] +38.3,male10sprint
6,HOFER Lukas,Италия,25:24.3 [2(0+2)] +40.7,male10sprint
7,PIDRUCHNYI Dmytro,Украина,25:29.1 [1(0+1)] +45.5,male10sprint
8,FILLON MAILLET Quentin,Франция,25:29.9 [1(0+1)] +46.3,male10sprint
9,PONSILUOMA Martin,Швеция,25:30.5 [2(2+0)] +46.9,male10sprint
10,ELISEEV Matvey,Россия,25:31.1 [0(0+0)] +47.5,male10sprint
11,DOLL Benedikt,Германия,25:32.3 [1(0+1)] +48.7,male10sprint
12,RASTORGUJEVS Andrejs,Латвия,25:36.9 [1(1+0)] +53.3,male10sprint
13,BOE Tarjei,Норвегия,25:41.5 [1(0+1)] +57.9,male10sprint
14,JACQUELIN Emilien,Франция,25:48.1 [1(1+0)] +1:04.5,male10sprint
15,LATYPOV Eduard,Россия,25:49.4 [1(1+0)] +1:05.8,male10sprint
16,CHRISTIANSEN Vetle Sjaastad,Норвегия,25:52.1 [1(1+0)] +1:08.5,male10sprint
17,FAK Jakov,Словения,25:52.5 [0(0+0)] +1:08.9,male10sprint
18,SAMUELSSON Sebastian,Швеция,25:53.3 [0(0+0)] +1:09.7,male10sprint
19,LEITNER Felix,Австрия,26:00.9 [0(0+0)] +1:17.3,male10sprint
20,BJOENTEGAARD Erlend,Норвегия,26:03.0 [0(0+0)] +1:19.4,male10sprint
21,LOGINOV Alexander,Россия,26:03.5 [1(1+0)] +1:19.9,male10sprint
22,WINDISCH Dominik,Италия,26:12.9 [2(1+1)] +1:29.3,male10sprint
23,FEMLING Peppe,Швеция,26:13.7 [0(0+0)] +1:30.1,male10sprint
24,WEGER Benjamin,Швейцария,26:13.8 [1(0+1)] +1:30.2,male10sprint
25,SIMA Michal,Словакия,26:26.1 [0(0+0)] +1:42.5,male10sprint
26,GUIGONNAT Antonin,Франция,26:27.9 [2(0+2)] +1:44.3,male10sprint
27,DESTHIEUX Simon,Франция,26:28.4 [2(0+2)] +1:44.8,male10sprint
27,STROLIA Vytautas,Литва,26:28.4 [1(0+1)] +1:44.8,male10sprint
29,MUKHIN Alexandr,Казахстан,26:32.7 [1(1+0)] +1:49.1,male10sprint
30,STRELTSOV Kirill,Россия,26:34.1 [1(0+1)] +1:50.5,male10sprint
31,SEPPALA Tero,Финляндия,26:34.7 [2(1+1)] +1:51.1,male10sprint
32,LEMMERER Harald,Австрия,26:35.6 [1(1+0)] +1:52.0,male10sprint
33,MAGAZEEV Pavel,Молдова,26:37.6 [1(0+1)] +1:54.0,male10sprint
34,CLAUDE Florent,Бельгия,26:38.9 [1(0+1)] +1:55.3,male10sprint
35,BORMOLINI Thomas,Италия,26:39.9 [2(1+1)] +1:56.3,male10sprint
36,DOHERTY Sean,США,26:41.2 [1(1+0)] +1:57.6,male10sprint
37,DOVZAN Miha,Словения,26:46.2 [1(0+1)] +2:02.6,male10sprint
38,GIACOMEL Tommaso,Италия,26:47.9 [2(1+1)] +2:04.3,male10sprint
39,GOW Scott,Канада,26:48.3 [1(0+1)] +2:04.7,male10sprint
40,KUEHN Johannes,Германия,26:50.9 [3(0+3)] +2:07.3,male10sprint
41,KOMATZ David,Австрия,26:51.0 [1(1+0)] +2:07.4,male10sprint
42,SMOLSKI Anton,Беларусь,26:51.8 [2(1+1)] +2:08.2,male10sprint
43,WIESTNER Serafin,Швейцария,26:52.2 [2(1+1)] +2:08.6,male10sprint
44,GARANICHEV Evgeniy,Россия,26:53.4 [1(1+0)] +2:09.8,male10sprint
45,HARJULA Tuomas,Финляндия,26:53.5 [0(0+0)] +2:09.9,male10sprint
46,REES Roman,Германия,26:53.9 [1(0+1)] +2:10.3,male10sprint
47,EDER Simon,Австрия,26:57.6 [2(2+0)] +2:14.0,male10sprint
48,PRYMA Artem,Украина,27:01.9 [3(1+2)] +2:18.3,male10sprint
49,DUDCHENKO Anton,Украина,27:04.0 [1(0+1)] +2:20.4,male10sprint
50,HORN Philipp,Германия,27:04.1 [3(1+2)] +2:20.5,male10sprint
51,USOV Mihail,Молдова,27:06.1 [1(1+0)] +2:22.5,male10sprint
52,GOW Christian,Канада,27:06.3 [1(0+1)] +2:22.7,male10sprint
53,SCHOMMER Paul,США,27:07.0 [1(0+1)] +2:23.4,male10sprint
54,FINELLO Jeremy,Швейцария,27:07.7 [3(2+1)] +2:24.1,male10sprint
55,LABASTAU Mikita,Беларусь,27:07.8 [0(0+0)] +2:24.2,male10sprint
56,NORDGREN Leif,США,27:09.0 [1(1+0)] +2:25.4,male10sprint
57,PUCHIANU Cornel,Румыния,27:09.5 [2(0+2)] +2:25.9,male10sprint
58,MORAVEC Ondrej,Чехия,27:10.8 [2(2+0)] +2:27.2,male10sprint
59,VARABEI Maksim,Беларусь,27:14.4 [3(2+1)] +2:30.8,male10sprint
60,YALIOTNAU Raman,Беларусь,27:15.9 [4(3+1)] +2:32.3,male10sprint
61,KOBONOKI Tsukasa,Япония,27:16.2 [1(1+0)] +2:32.6,male10sprint
62,RANTA Jaakko,Финляндия,27:28.7 [2(2+0)] +2:45.1,male10sprint
63,GUZIK Grzegorz,Польша,27:29.4 [2(0+2)] +2:45.8,male10sprint
64,BOCHARNIKOV Sergey,Беларусь,27:31.7 [3(1+2)] +2:48.1,male10sprint
65,RUNNALLS Adam,Канада,27:39.9 [2(0+2)] +2:56.3,male10sprint
66,KAUKENAS Tomas,Литва,27:40.3 [2(0+2)] +2:56.7,male10sprint
67,CLAUDE Emilien,Франция,27:40.7 [3(1+2)] +2:57.1,male10sprint
68,LANGER Thierry,Бельгия,27:42.5 [1(1+0)] +2:58.9,male10sprint
69,BROWN Jake,США,27:43.0 [3(1+2)] +2:59.4,male10sprint
70,FLORE Raul Antonio,Румыния,27:47.5 [1(0+1)] +3:03.9,male10sprint
71,ZAHKNA Rene,Эстония,27:51.0 [2(1+1)] +3:07.4,male10sprint
72,ERMITS Kalev,Эстония,27:52.9 [3(1+2)] +3:09.3,male10sprint
73,CLAUDE Fabien,Франция,27:53.5 [5(3+2)] +3:09.9,male10sprint
74,DOMBROVSKI Karol,Литва,27:54.0 [3(2+1)] +3:10.4,male10sprint
75,OZAKI Kosuke,Япония,27:55.4 [1(0+1)] +3:11.8,male10sprint
76,KIERS Trevor,Канада,27:55.9 [2(1+1)] +3:12.3,male10sprint
77,STVRTECKY Jakub,Чехия,27:58.9 [4(2+2)] +3:15.3,male10sprint
78,TYSHCHENKO Artem,Украина,28:01.4 [1(1+0)] +3:17.8,male10sprint
79,HASILLA Tomas,Словакия,28:02.8 [3(1+2)] +3:19.2,male10sprint
80,BIONAZ Didier,Италия,28:06.2 [4(2+2)] +3:22.6,male10sprint
81,KIREYEV Vladislav,Казахстан,28:07.9 [2(0+2)] +3:24.3,male10sprint
82,RAENKEL Raido,Эстония,28:10.7 [3(0+3)] +3:27.1,male10sprint
83,BURKHALTER Joscha,Швейцария,28:17.4 [3(1+2)] +3:33.8,male10sprint
84,JAKOB Patrick,Австрия,28:20.4 [1(1+0)] +3:36.8,male10sprint
85,BALOGA Matej,Словакия,28:23.4 [2(1+1)] +3:39.8,male10sprint
86,BRANDT Oskar,Швеция,28:29.7 [3(1+2)] +3:46.1,male10sprint
87,PATRIJUKS Aleksandrs,Латвия,28:30.3 [2(0+2)] +3:46.7,male10sprint
88,TKALENKO Ruslan,Украина,28:44.6 [3(1+2)] +4:01.0,male10sprint
89,NEDZA-KUBINIEC Andrzej,Польша,28:50.2 [2(1+1)] +4:06.6,male10sprint
90,TRSAN Rok,Словения,28:58.9 [2(0+2)] +4:15.3,male10sprint
91,CRNKOVIC Kresimir,Хорватия,29:01.2 [4(2+2)] +4:17.6,male10sprint
92,MALINOVSKII Igor,Россия,29:03.7 [2(1+1)] +4:20.1,male10sprint
93,SZWAJNOS Marcin,Польша,29:05.2 [3(3+0)] +4:21.6,male10sprint
94,MISE Edgars,Латвия,29:14.5 [2(1+1)] +4:30.9,male10sprint
95,RASTIC Damir,Сербия,29:17.2 [4(1+3)] +4:33.6,male10sprint
96,LAHAYE-GOFFART Tom,Бельгия,29:33.4 [3(2+1)] +4:49.8,male10sprint
97,CISAR Alex,Словения,29:42.1 [3(1+2)] +4:58.5,male10sprint
98,BANYS Linas,Литва,30:14.1 [4(2+2)] +5:30.5,male10sprint
99,KARLIK Mikulas,Чехия,30:47.4 [5(3+2)] +6:03.8,male10sprint
1,ECKHOFF Tiril,Норвегия,22:33.8 [1(0+1)] 0.0,female75sprint
2,WIERER Dorothea,Италия,22:43.1 [0(0+0)] +9.3,female75sprint
3,HAUSER Lisa Theresa,Австрия,22:46.4 [0(0+0)] +12.6,female75sprint
4,BRAISAZ-BOUCHET Justine,Франция,22:53.2 [0(0+0)] +19.4,female75sprint
5,CHEVALIER-BOUCHET Anais,Франция,22:57.3 [1(0+1)] +23.5,female75sprint
6,PREUSS Franziska,Германия,23:07.3 [1(0+1)] +33.5,female75sprint
7,OEBERG Hanna,Швеция,23:12.0 [1(1+0)] +38.2,female75sprint
8,ROEISELAND Marte Olsbu,Норвегия,23:14.2 [2(1+1)] +40.4,female75sprint
9,SCHWAIGER Julia,Австрия,23:14.8 [0(0+0)] +41.0,female75sprint
10,DAVIDOVA Marketa,Чехия,23:15.6 [2(1+1)] +41.8,female75sprint
11,OEBERG Elvira,Швеция,23:17.3 [1(0+1)] +43.5,female75sprint
