1,FILLON MAILLET Quentin,Франция,22:07.2 [0(0+0)] 0.0,male10sprint
2,BOE Tarjei,Норвегия,22:18.5 [0(0+0)] +11.3,male10sprint
3,HOFER Lukas,Италия,22:22.0 [0(0+0)] +14.8,male10sprint
4,JACQUELIN Emilien,Франция,22:29.9 [0(0+0)] +22.7,male10sprint
5,LAEGREID Sturla Holm,Норвегия,22:30.6 [1(0+1)] +23.4,male10sprint
6,GUIGONNAT Antonin,Франция,22:30.8 [1(0+1)] +23.6,male10sprint
7,SAMUELSSON Sebastian,Швеция,22:37.2 [0(0+0)] +30.0,male10sprint
8,DALE Johannes,Норвегия,22:43.9 [1(0+1)] +36.7,male10sprint
9,BOE Johannes Thingnes,Норвегия,22:44.2 [2(2+0)] +37.0,male10sprint
10,FAK Jakov,Словения,22:47.0 [1(0+1)] +39.8,male10sprint
11,EDER Simon,Австрия,22:47.4 [0(0+0)] +40.2,male10sprint
12,KRCMAR Michal,Чехия,22:51.7 [0(0+0)] +44.5,male10sprint
13,PEIFFER Arnd,Германия,22:53.3 [1(0+1)] +46.1,male10sprint
14,PONSILUOMA Martin,Швеция,22:53.5 [1(1+0)] +46.3,male10sprint
15,DOLL Benedikt,Германия,22:56.6 [2(0+2)] +49.4,male10sprint
16,ELISEEV Matvey,Россия,22:57.1 [0(0+0)] +49.9,male10sprint
17,LOGINOV Alexander,Россия,22:57.4 [0(0+0)] +50.2,male10sprint
18,SMOLSKI Anton,Беларусь,23:01.3 [0(0+0)] +54.1,male10sprint
19,LESSER Erik,Германия,23:01.9 [1(0+1)] +54.7,male10sprint
20,CHRISTIANSEN Vetle Sjaastad,Норвегия,23:02.4 [2(0+2)] +55.2,male10sprint
21,DESTHIEUX Simon,Франция,23:03.2 [2(0+2)] +56.0,male10sprint
22,CLAUDE Fabien,Франция,23:04.1 [1(0+1)] +56.9,male10sprint
23,NELIN Jesper,Швеция,23:08.8 [1(1+0)] +1:01.6,male10sprint
24,USOV Mihail,Молдова,23:12.8 [0(0+0)] +1:05.6,male10sprint
25,LATYPOV Eduard,Россия,23:14.6 [2(1+1)] +1:07.4,male10sprint
26,WEGER Benjamin,Швейцария,23:20.0 [0(0+0)] +1:12.8,male10sprint
27,REES Roman,Германия,23:23.7 [1(1+0)] +1:16.5,male10sprint
28,WINDISCH Dominik,Италия,23:24.1 [1(0+1)] +1:16.9,male10sprint
29,STVRTECKY Jakub,Чехия,23:28.3 [1(1+0)] +1:21.1,male10sprint
30,GARANICHEV Evgeniy,Россия,23:30.0 [0(0+0)] +1:22.8,male10sprint
31,GOW Scott,Канада,23:33.3 [0(0+0)] +1:26.1,male10sprint
32,DOHERTY Sean,США,23:33.9 [1(0+1)] +1:26.7,male10sprint
33,BROWN Jake,США,23:35.2 [3(1+2)] +1:28.0,male10sprint
34,KARLIK Mikulas,Чехия,23:36.1 [2(0+2)] +1:28.9,male10sprint
35,PIDRUCHNYI Dmytro,Украина,23:40.1 [2(1+1)] +1:32.9,male10sprint
36,BOCHARNIKOV Sergey,Беларусь,23:44.2 [1(0+1)] +1:37.0,male10sprint
37,DOVZAN Miha,Словения,23:45.6 [1(0+1)] +1:38.4,male10sprint
38,KHALILI Said Karimulla,Россия,23:51.1 [2(1+1)] +1:43.9,male10sprint
39,BORMOLINI Thomas,Италия,23:52.1 [1(0+1)] +1:44.9,male10sprint
40,SEPPALA Tero,Финляндия,23:52.5 [3(1+2)] +1:45.3,male10sprint
41,MAGAZEEV Pavel,Молдова,23:52.8 [1(1+0)] +1:45.6,male10sprint
42,LEITNER Felix,Австрия,23:54.0 [2(0+2)] +1:46.8,male10sprint
43,PRYMA Artem,Украина,23:55.0 [0(0+0)] +1:47.8,male10sprint
44,SINAPOV Anton,Болгария,23:55.5 [1(0+1)] +1:48.3,male10sprint
45,FINELLO Jeremy,Швейцария,23:56.2 [3(0+3)] +1:49.0,male10sprint
