1,RIVAIL Hugo,Франция,36:49.1 [1(0+1+0+0)] 0.0,male15oneGonka
2,CAPPELLARI Daniele,Италия,37:00.1 [0(0+0+0+0)] +11.0,male15oneGonka
3,LAITINEN Heikki,Финляндия,37:28.9 [1(0+0+0+1)] +39.8,male15oneGonka
3,STRELOW Justus,Германия,37:28.9 [1(0+0+1+0)] +39.8,male15oneGonka
5,ANDERSEN Filip Fjeld,Норвегия,37:35.5 [2(0+0+0+2)] +46.4,male15oneGonka
6,ZOBEL David,Германия,37:53.1 [2(1+1+0+0)] +1:04.0,male15oneGonka
7,ANDERSEN Aleksander Fjeld,Норвегия,37:56.6 [2(0+1+0+1)] +1:07.5,male15oneGonka
8,NAWRATH Philipp,Германия,37:57.3 [3(0+1+0+2)] +1:08.2,male15oneGonka
9,MIKYSKA Tomas,Чехия,38:11.3 [1(1+0+0+0)] +1:22.2,male15oneGonka
10,BRAUNHOFER Patrick,Италия,38:11.6 [1(0+0+1+0)] +1:22.5,male15oneGonka
11,SUCHILOV Semen,Россия,38:16.2 [2(1+0+1+0)] +1:27.1,male15oneGonka
12,DONHAUSER Johannes Werner,Германия,38:17.3 [1(0+1+0+0)] +1:28.2,male15oneGonka
13,BAKKEN Sivert Guttorm,Норвегия,38:20.3 [3(0+1+1+1)] +1:31.2,male15oneGonka
14,ZEMLICKA Milan,Чехия,38:27.3 [1(0+1+0+0)] +1:38.2,male15oneGonka
15,LIPOWITZ Philipp,Германия,38:33.7 [1(0+0+1+0)] +1:44.6,male15oneGonka
16,TOMSHIN Vasilii,Россия,38:37.9 [2(1+1+0+0)] +1:48.8,male15oneGonka
17,STALDER Sebastian,Швейцария,38:41.6 [1(0+1+0+0)] +1:52.5,male15oneGonka
18,MARECEK Jonas,Чехия,38:42.2 [1(0+0+0+1)] +1:53.1,male15oneGonka
19,MAHON Sebastien,Франция,38:53.5 [2(0+0+2+0)] +2:04.4,male15oneGonka
20,PERVUSHIN Mikhail,Россия,39:03.9 [2(0+1+0+1)] +2:14.8,male15oneGonka
21,FILIMONOV Vadim,Россия,39:04.9 [1(0+1+0+0)] +2:15.8,male15oneGonka
22,TACHIZAKI Mikito,Япония,39:05.4 [2(0+1+0+1)] +2:16.3,male15oneGonka
23,LEONESIO Iacopo,Италия,39:06.7 [1(1+0+0+0)] +2:17.6,male15oneGonka
24,LOMBARDOT Oscar,Франция,39:10.9 [1(0+0+0+1)] +2:21.8,male15oneGonka
25,BABIKOV Anton,Россия,39:13.6 [3(1+2+0+0)] +2:24.5,male15oneGonka
26,VACLAVIK Adam,Чехия,39:28.7 [4(1+0+1+2)] +2:39.6,male15oneGonka
27,LEITINGER Nikolaus,Австрия,39:32.3 [2(1+0+1+0)] +2:43.2,male15oneGonka
28,ROMANIN Nicola,Италия,39:41.7 [3(1+0+0+2)] +2:52.6,male15oneGonka
29,ZINI Saverio,Италия,39:44.8 [4(1+0+2+1)] +2:55.7,male15oneGonka
30,CAMPBELL Carsen,США,39:54.5 [2(1+1+0+0)] +3:05.4,male15oneGonka
31,EBERHARD Tobias,Австрия,40:01.8 [4(0+1+2+1)] +3:12.7,male15oneGonka
32,BOGETVEIT Haavard Gutuboe,Норвегия,40:06.8 [5(2+2+0+1)] +3:17.7,male15oneGonka
33,MONTELLO Giuseppe,Италия,40:10.3 [5(0+2+0+3)] +3:21.2,male15oneGonka
33,UNTERWEGER Dominic,Австрия,40:10.3 [2(0+0+0+2)] +3:21.2,male15oneGonka
35,ASPENES Sverre Dahlen,Норвегия,40:12.1 [5(0+3+2+0)] +3:23.0,male15oneGonka
36,RASTIC Damir,Сербия,40:12.3 [3(1+1+1+0)] +3:23.2,male15oneGonka
37,DURTSCHI Max,США,40:21.1 [3(0+2+0+1)] +3:32.0,male15oneGonka
38,PORSHNEV Nikita,Россия,40:23.8 [3(1+0+1+1)] +3:34.7,male15oneGonka
39,MAKAROV Maksim,Молдова,40:25.3 [3(0+2+1+0)] +3:36.2,male15oneGonka
40,NASYKO Denys,Украина,40:29.0 [4(1+2+0+1)] +3:39.9,male15oneGonka
41,LESIUK Taras,Украина,40:30.0 [4(0+4+0+0)] +3:40.9,male15oneGonka
42,SCHMUCK Dominic,Германия,40:31.2 [5(1+2+0+2)] +3:42.1,male15oneGonka
43,BALODIS Rudis,Латвия,40:33.7 [2(1+0+0+1)] +3:44.6,male15oneGonka
44,KRUPCIK Tomas,Чехия,40:34.4 [5(0+2+1+2)] +3:45.3,male15oneGonka
45,PITZER Lucas,Австрия,40:35.2 [3(1+2+0+0)] +3:46.1,male15oneGonka
46,AOLAID Marten,Эстония,40:36.2 [2(0+1+1+0)] +3:47.1,male15oneGonka
47,COLTEA George Marian,Румыния,40:41.0 [4(1+1+1+1)] +3:51.9,male15oneGonka
48,ANDERSSON Oscar,Швеция,40:42.6 [3(0+2+0+1)] +3:53.5,male15oneGonka
49,USOV Andrei,Молдова,40:46.4 [1(1+0+0+0)] +3:57.3,male15oneGonka
50,SIRIK Sergey,Казахстан,40:47.1 [3(1+0+1+1)] +3:58.0,male15oneGonka
51,BRANDT Oskar,Швеция,40:49.5 [4(1+1+1+1)] +4:00.4,male15oneGonka
52,OTTINGER Lukas,Словакия,40:50.3 [4(1+2+0+1)] +4:01.2,male15oneGonka
53,BOURGEOIS REPUBLIQUE Martin,Франция,40:51.2 [4(0+1+1+2)] +4:02.1,male15oneGonka
54,ZINGERLE David,Италия,40:52.3 [5(0+3+0+2)] +4:03.2,male15oneGonka
55,SALUTT Nico,Швейцария,40:52.5 [5(1+0+2+2)] +4:03.4,male15oneGonka
56,BJOENTEGAARD Erlend,Норвегия,40:53.0 [6(1+1+2+2)] +4:03.9,male15oneGonka
57,FRATZSCHER Lucas,Германия,40:54.6 [6(0+4+0+2)] +4:05.5,male15oneGonka
58,GOESSLING Raleigh,США,41:03.2 [5(1+2+1+1)] +4:14.1,male15oneGonka
59,SLOTINS Roberts,Латвия,41:12.8 [5(1+0+3+1)] +4:23.7,male15oneGonka
60,DESMUS Guillaume,Франция,41:13.4 [2(0+1+1+0)] +4:24.3,male15oneGonka
61,STEFANSSON Malte,Швеция,41:17.7 [6(2+1+2+1)] +4:28.6,male15oneGonka
62,BALOGA Matej,Словакия,41:19.7 [4(0+1+3+0)] +4:30.6,male15oneGonka
63,TKALENKO Ruslan,Украина,41:20.0 [6(2+1+2+1)] +4:30.9,male15oneGonka
64,EPNER Markus Rene,Эстония,41:25.5 [4(1+1+0+2)] +4:36.4,male15oneGonka
65,DOTSENKO Andriy,Украина,41:26.2 [5(1+2+1+1)] +4:37.1,male15oneGonka
66,MUSTONEN Joni,Финляндия,41:27.5 [6(3+1+1+1)] +4:38.4,male15oneGonka
67,FOMIN Maksim,Литва,41:29.2 [5(2+0+1+2)] +4:40.1,male15oneGonka
68,ROMANOV Nikita,Литва,41:33.4 [4(1+2+1+0)] +4:44.3,male15oneGonka
69,SKLENARIK Tomas,Словакия,41:34.6 [5(2+0+1+2)] +4:45.5,male15oneGonka
70,KODAMA Shohei,Япония,41:36.3 [4(1+1+1+1)] +4:47.2,male15oneGonka
71,BROUTIER Remi,Франция,41:40.1 [4(0+2+0+2)] +4:51.0,male15oneGonka
72,CRNKOVIC Kresimir,Хорватия,41:42.1 [6(2+3+0+1)] +4:53.0,male15oneGonka
73,TAMBORNINO Eligius,Швейцария,41:51.1 [6(0+3+1+2)] +5:02.0,male15oneGonka
74,IVARSSON Anton,Швеция,41:53.0 [4(0+2+0+2)] +5:03.9,male15oneGonka
75,PIQUERAS GARCIA Roberto,Испания,41:59.0 [2(1+0+0+1)] +5:09.9,male15oneGonka
76,DIELEN Pjotr,Бельгия,42:02.7 [2(0+1+0+1)] +5:13.6,male15oneGonka
77,OBERHAUSER Magnus,Австрия,42:10.5 [6(3+2+1+0)] +5:21.4,male15oneGonka
78,ANGELIS Apostolos,Греция,42:15.2 [6(0+3+3+0)] +5:26.1,male15oneGonka
79,KAISER Simon,Германия,42:17.1 [7(0+1+3+3)] +5:28.0,male15oneGonka
80,JAKOB Patrick,Австрия,42:30.7 [6(2+2+1+1)] +5:41.6,male15oneGonka
81,CERVENKA Vaclav,США,42:30.8 [7(2+3+1+1)] +5:41.7,male15oneGonka
82,STALDER Gion,Швейцария,42:31.4 [5(4+1+0+0)] +5:42.3,male15oneGonka
83,DUICU Adelin Miodrag,Румыния,42:32.8 [4(2+2+0+0)] +5:43.7,male15oneGonka
84,HUBAC Samuel,Словакия,42:39.9 [3(1+1+0+1)] +5:50.8,male15oneGonka
85,KUUTTINEN Patrik,Финляндия,42:49.8 [5(2+2+0+1)] +6:00.7,male15oneGonka
86,LAHAYE-GOFFART Tom,Бельгия,42:52.7 [5(1+1+2+1)] +6:03.6,male15oneGonka
87,INVENIUS Otto,Финляндия,43:03.6 [8(2+3+1+2)] +6:14.5,male15oneGonka
88,ABRAHAM Ludek,Чехия,43:05.7 [7(1+2+2+2)] +6:16.6,male15oneGonka
89,YAMAMOTO Ryu,Япония,43:07.0 [5(0+1+1+3)] +6:17.9,male15oneGonka
90,BUTA Florin-Catalin,Румыния,43:09.4 [6(0+2+3+1)] +6:20.3,male15oneGonka
91,TSOUREKAS Nikolaos,Греция,43:13.2 [3(0+1+1+1)] +6:24.1,male15oneGonka
92,FOUNTAIN Vinny,Великобритания,43:20.2 [4(1+3+0+0)] +6:31.1,male15oneGonka
93,BRYHADYR Ruslan,Украина,43:41.6 [6(0+2+3+1)] +6:52.5,male15oneGonka
94,DYUSSENOV Asset,Казахстан,43:49.3 [7(1+3+3+0)] +7:00.2,male15oneGonka
95,TURLUBEKOV Bekentay,Казахстан,43:55.7 [6(3+0+2+1)] +7:06.6,male15oneGonka
96,BROWN Luke,США,43:56.0 [8(3+2+1+2)] +7:06.9,male15oneGonka
97,IDINOV Evgenii,Россия,44:05.5 [9(4+0+5+0)] +7:16.4,male15oneGonka
